"Notes"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"#Meningococcal infection (A39)"	"GR113-009"	"5-9 years"	"5-9"	"Female"	"F"	40	216636220	0.0	0.0	0.0	0.0
	"#Meningococcal infection (A39)"	"GR113-009"	"5-9 years"	"5-9"	"Male"	"M"	53	226500076	0.0	0.0	0.0	0.0
	"#Meningococcal infection (A39)"	"GR113-009"	"10-14 years"	"10-14"	"Female"	"F"	41	223802975	0.0	0.0	0.0	0.0
	"#Meningococcal infection (A39)"	"GR113-009"	"10-14 years"	"10-14"	"Male"	"M"	50	234284030	0.0	0.0	0.0	0.0
	"#Meningococcal infection (A39)"	"GR113-009"	"15-19 years"	"15-19"	"Female"	"F"	108	227307697	0.0	0.0	0.1	0.0
	"#Meningococcal infection (A39)"	"GR113-009"	"15-19 years"	"15-19"	"Male"	"M"	128	239483577	0.1	0.0	0.1	0.0
	"#Meningococcal infection (A39)"	"GR113-009"	"20-24 years"	"20-24"	"Female"	"F"	73	229052059	0.0	0.0	0.0	0.0
	"#Meningococcal infection (A39)"	"GR113-009"	"20-24 years"	"20-24"	"Male"	"M"	116	239951389	0.0	0.0	0.1	0.0
	"#Meningococcal infection (A39)"	"GR113-009"	"25-29 years"	"25-29"	"Female"	"F"	40	228601175	0.0	0.0	0.0	0.0
	"#Meningococcal infection (A39)"	"GR113-009"	"25-29 years"	"25-29"	"Male"	"M"	79	234285878	0.0	0.0	0.0	0.0
	"#Meningococcal infection (A39)"	"GR113-009"	"30-34 years"	"30-34"	"Female"	"F"	36	227330011	0.0	0.0	0.0	0.0
	"#Meningococcal infection (A39)"	"GR113-009"	"30-34 years"	"30-34"	"Male"	"M"	61	229872405	0.0	0.0	0.0	0.0
	"#Meningococcal infection (A39)"	"GR113-009"	"35-39 years"	"35-39"	"Female"	"F"	46	231430232	0.0	0.0	0.0	0.0
	"#Meningococcal infection (A39)"	"GR113-009"	"35-39 years"	"35-39"	"Male"	"M"	48	230611430	0.0	0.0	0.0	0.0
	"#Meningococcal infection (A39)"	"GR113-009"	"40-44 years"	"40-44"	"Female"	"F"	48	236277503	0.0	0.0	0.0	0.0
	"#Meningococcal infection (A39)"	"GR113-009"	"40-44 years"	"40-44"	"Male"	"M"	55	232968123	0.0	0.0	0.0	0.0
	"#Meningococcal infection (A39)"	"GR113-009"	"45-49 years"	"45-49"	"Female"	"F"	55	238712391	0.0	0.0	0.0	0.0
	"#Meningococcal infection (A39)"	"GR113-009"	"45-49 years"	"45-49"	"Male"	"M"	49	232932105	0.0	0.0	0.0	0.0
	"#Meningococcal infection (A39)"	"GR113-009"	"50-54 years"	"50-54"	"Female"	"F"	59	232356654	0.0	0.0	0.0	0.0
	"#Meningococcal infection (A39)"	"GR113-009"	"50-54 years"	"50-54"	"Male"	"M"	64	223575070	0.0	0.0	0.0	0.0
	"#Meningococcal infection (A39)"	"GR113-009"	"55-59 years"	"55-59"	"Female"	"F"	63	213742200	0.0	0.0	0.0	0.0
	"#Meningococcal infection (A39)"	"GR113-009"	"55-59 years"	"55-59"	"Male"	"M"	37	201411886	0.0	0.0	0.0	0.0
	"#Meningococcal infection (A39)"	"GR113-009"	"60-64 years "	"60-64"	"Female"	"F"	31	183215286	0.0	0.0	0.0	0.0
	"#Meningococcal infection (A39)"	"GR113-009"	"60-64 years "	"60-64"	"Male"	"M"	34	168055475	0.0	0.0	0.0	0.0
	"#Meningococcal infection (A39)"	"GR113-009"	"65-69 years"	"65-69"	"Female"	"F"	37	151235357	0.0	0.0	0.0	0.0
	"#Meningococcal infection (A39)"	"GR113-009"	"65-69 years"	"65-69"	"Male"	"M"	21	133793292	0.0	0.0	0.0	0.0
	"#Meningococcal infection (A39)"	"GR113-009"	"70-74 years"	"70-74"	"Female"	"F"	34	122693411	0.0	0.0	0.0	0.0
	"#Meningococcal infection (A39)"	"GR113-009"	"70-74 years"	"70-74"	"Male"	"M"	22	102736281	0.0	0.0	0.0	0.0
	"#Meningococcal infection (A39)"	"GR113-009"	"75-79 years"	"75-79"	"Female"	"F"	36	98401757	0.0	0.0	0.1	0.0
	"#Meningococcal infection (A39)"	"GR113-009"	"75-79 years"	"75-79"	"Male"	"M"	21	75129413	0.0	0.0	0.0	0.0
	"#Meningococcal infection (A39)"	"GR113-009"	"80-84 years"	"80-84"	"Female"	"F"	36	75025647	0.0	0.0	0.1	0.0
	"#Meningococcal infection (A39)"	"GR113-009"	"80-84 years"	"80-84"	"Male"	"M"	18	49947616	Unreliable	0.0	0.1	0.0
	"#Meningococcal infection (A39)"	"GR113-009"	"85-89 years"	"85-89"	"Female"	"F"	34	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Meningococcal infection (A39)"	"GR113-009"	"90-94 years"	"90-94"	"Female"	"F"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Septicemia (A40-A41)"	"GR113-010"	"< 1 year"	"1"	"Female"	"F"	2186	42477103	5.1	4.9	5.4	0.1
	"#Septicemia (A40-A41)"	"GR113-010"	"< 1 year"	"1"	"Male"	"M"	2695	44436653	6.1	5.8	6.3	0.1
	"#Septicemia (A40-A41)"	"GR113-010"	"1-4 years"	"1-4"	"Female"	"F"	765	170430172	0.4	0.4	0.5	0.0
	"#Septicemia (A40-A41)"	"GR113-010"	"1-4 years"	"1-4"	"Male"	"M"	805	178140207	0.5	0.4	0.5	0.0
	"#Septicemia (A40-A41)"	"GR113-010"	"5-9 years"	"5-9"	"Female"	"F"	356	216636220	0.2	0.1	0.2	0.0
	"#Septicemia (A40-A41)"	"GR113-010"	"5-9 years"	"5-9"	"Male"	"M"	403	226500076	0.2	0.2	0.2	0.0
	"#Septicemia (A40-A41)"	"GR113-010"	"10-14 years"	"10-14"	"Female"	"F"	329	223802975	0.1	0.1	0.2	0.0
	"#Septicemia (A40-A41)"	"GR113-010"	"10-14 years"	"10-14"	"Male"	"M"	385	234284030	0.2	0.1	0.2	0.0
	"#Septicemia (A40-A41)"	"GR113-010"	"15-19 years"	"15-19"	"Female"	"F"	465	227307697	0.2	0.2	0.2	0.0
	"#Septicemia (A40-A41)"	"GR113-010"	"15-19 years"	"15-19"	"Male"	"M"	535	239483577	0.2	0.2	0.2	0.0
	"#Septicemia (A40-A41)"	"GR113-010"	"20-24 years"	"20-24"	"Female"	"F"	894	229052059	0.4	0.4	0.4	0.0
	"#Septicemia (A40-A41)"	"GR113-010"	"20-24 years"	"20-24"	"Male"	"M"	972	239951389	0.4	0.4	0.4	0.0
	"#Septicemia (A40-A41)"	"GR113-010"	"25-29 years"	"25-29"	"Female"	"F"	1476	228601175	0.6	0.6	0.7	0.0
	"#Septicemia (A40-A41)"	"GR113-010"	"25-29 years"	"25-29"	"Male"	"M"	1547	234285878	0.7	0.6	0.7	0.0
	"#Septicemia (A40-A41)"	"GR113-010"	"30-34 years"	"30-34"	"Female"	"F"	2140	227330011	0.9	0.9	1.0	0.0
	"#Septicemia (A40-A41)"	"GR113-010"	"30-34 years"	"30-34"	"Male"	"M"	2301	229872405	1.0	1.0	1.0	0.0
	"#Septicemia (A40-A41)"	"GR113-010"	"35-39 years"	"35-39"	"Female"	"F"	3419	231430232	1.5	1.4	1.5	0.0
	"#Septicemia (A40-A41)"	"GR113-010"	"35-39 years"	"35-39"	"Male"	"M"	3576	230611430	1.6	1.5	1.6	0.0
	"#Septicemia (A40-A41)"	"GR113-010"	"40-44 years"	"40-44"	"Female"	"F"	5668	236277503	2.4	2.3	2.5	0.0
	"#Septicemia (A40-A41)"	"GR113-010"	"40-44 years"	"40-44"	"Male"	"M"	6074	232968123	2.6	2.5	2.7	0.0
	"#Septicemia (A40-A41)"	"GR113-010"	"45-49 years"	"45-49"	"Female"	"F"	9211	238712391	3.9	3.8	3.9	0.0
	"#Septicemia (A40-A41)"	"GR113-010"	"45-49 years"	"45-49"	"Male"	"M"	10345	232932105	4.4	4.4	4.5	0.0
	"#Septicemia (A40-A41)"	"GR113-010"	"50-54 years"	"50-54"	"Female"	"F"	14246	232356654	6.1	6.0	6.2	0.1
	"#Septicemia (A40-A41)"	"GR113-010"	"50-54 years"	"50-54"	"Male"	"M"	16650	223575070	7.4	7.3	7.6	0.1
	"#Septicemia (A40-A41)"	"GR113-010"	"55-59 years"	"55-59"	"Female"	"F"	20634	213742200	9.7	9.5	9.8	0.1
	"#Septicemia (A40-A41)"	"GR113-010"	"55-59 years"	"55-59"	"Male"	"M"	23642	201411886	11.7	11.6	11.9	0.1
	"#Septicemia (A40-A41)"	"GR113-010"	"60-64 years "	"60-64"	"Female"	"F"	27083	183215286	14.8	14.6	15.0	0.1
	"#Septicemia (A40-A41)"	"GR113-010"	"60-64 years "	"60-64"	"Male"	"M"	30492	168055475	18.1	17.9	18.3	0.1
	"#Septicemia (A40-A41)"	"GR113-010"	"65-69 years"	"65-69"	"Female"	"F"	34173	151235357	22.6	22.4	22.8	0.1
	"#Septicemia (A40-A41)"	"GR113-010"	"65-69 years"	"65-69"	"Male"	"M"	36811	133793292	27.5	27.2	27.8	0.1
	"#Septicemia (A40-A41)"	"GR113-010"	"70-74 years"	"70-74"	"Female"	"F"	43053	122693411	35.1	34.8	35.4	0.2
	"#Septicemia (A40-A41)"	"GR113-010"	"70-74 years"	"70-74"	"Male"	"M"	43598	102736281	42.4	42.0	42.8	0.2
	"#Septicemia (A40-A41)"	"GR113-010"	"75-79 years"	"75-79"	"Female"	"F"	55237	98401757	56.1	55.7	56.6	0.2
	"#Septicemia (A40-A41)"	"GR113-010"	"75-79 years"	"75-79"	"Male"	"M"	51751	75129413	68.9	68.3	69.5	0.3
	"#Septicemia (A40-A41)"	"GR113-010"	"80-84 years"	"80-84"	"Female"	"F"	66217	75025647	88.3	87.6	88.9	0.3
	"#Septicemia (A40-A41)"	"GR113-010"	"80-84 years"	"80-84"	"Male"	"M"	55016	49947616	110.1	109.2	111.1	0.5
	"#Septicemia (A40-A41)"	"GR113-010"	"85-89 years"	"85-89"	"Female"	"F"	69060	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Septicemia (A40-A41)"	"GR113-010"	"85-89 years"	"85-89"	"Male"	"M"	47193	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Septicemia (A40-A41)"	"GR113-010"	"90-94 years"	"90-94"	"Female"	"F"	47967	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Septicemia (A40-A41)"	"GR113-010"	"90-94 years"	"90-94"	"Male"	"M"	25322	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Septicemia (A40-A41)"	"GR113-010"	"95-99 years"	"95-99"	"Female"	"F"	18836	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Septicemia (A40-A41)"	"GR113-010"	"95-99 years"	"95-99"	"Male"	"M"	7089	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Septicemia (A40-A41)"	"GR113-010"	"100+ years"	"100+"	"Female"	"F"	3617	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Septicemia (A40-A41)"	"GR113-010"	"100+ years"	"100+"	"Male"	"M"	950	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Septicemia (A40-A41)"	"GR113-010"	"Not Stated"	"NS"	"Female"	"F"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Septicemia (A40-A41)"	"GR113-010"	"Not Stated"	"NS"	"Male"	"M"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Syphilis (A50-A53)"	"GR113-011"	"< 1 year"	"1"	"Female"	"F"	26	42477103	0.1	0.0	0.1	0.0
	"#Syphilis (A50-A53)"	"GR113-011"	"< 1 year"	"1"	"Male"	"M"	14	44436653	Unreliable	0.0	0.1	0.0
	"#Syphilis (A50-A53)"	"GR113-011"	"35-39 years"	"35-39"	"Male"	"M"	12	230611430	Unreliable	0.0	0.0	0.0
	"#Syphilis (A50-A53)"	"GR113-011"	"40-44 years"	"40-44"	"Male"	"M"	19	232968123	Unreliable	0.0	0.0	0.0
	"#Syphilis (A50-A53)"	"GR113-011"	"45-49 years"	"45-49"	"Female"	"F"	10	238712391	Unreliable	0.0	0.0	0.0
	"#Syphilis (A50-A53)"	"GR113-011"	"45-49 years"	"45-49"	"Male"	"M"	21	232932105	0.0	0.0	0.0	0.0
	"#Syphilis (A50-A53)"	"GR113-011"	"50-54 years"	"50-54"	"Female"	"F"	15	232356654	Unreliable	0.0	0.0	0.0
	"#Syphilis (A50-A53)"	"GR113-011"	"50-54 years"	"50-54"	"Male"	"M"	40	223575070	0.0	0.0	0.0	0.0
	"#Syphilis (A50-A53)"	"GR113-011"	"55-59 years"	"55-59"	"Female"	"F"	16	213742200	Unreliable	0.0	0.0	0.0
	"#Syphilis (A50-A53)"	"GR113-011"	"55-59 years"	"55-59"	"Male"	"M"	48	201411886	0.0	0.0	0.0	0.0
	"#Syphilis (A50-A53)"	"GR113-011"	"60-64 years "	"60-64"	"Female"	"F"	19	183215286	Unreliable	0.0	0.0	0.0
	"#Syphilis (A50-A53)"	"GR113-011"	"60-64 years "	"60-64"	"Male"	"M"	46	168055475	0.0	0.0	0.0	0.0
	"#Syphilis (A50-A53)"	"GR113-011"	"65-69 years"	"65-69"	"Female"	"F"	24	151235357	0.0	0.0	0.0	0.0
	"#Syphilis (A50-A53)"	"GR113-011"	"65-69 years"	"65-69"	"Male"	"M"	66	133793292	0.0	0.0	0.1	0.0
	"#Syphilis (A50-A53)"	"GR113-011"	"70-74 years"	"70-74"	"Female"	"F"	26	122693411	0.0	0.0	0.0	0.0
	"#Syphilis (A50-A53)"	"GR113-011"	"70-74 years"	"70-74"	"Male"	"M"	59	102736281	0.1	0.0	0.1	0.0
	"#Syphilis (A50-A53)"	"GR113-011"	"75-79 years"	"75-79"	"Female"	"F"	45	98401757	0.0	0.0	0.1	0.0
	"#Syphilis (A50-A53)"	"GR113-011"	"75-79 years"	"75-79"	"Male"	"M"	65	75129413	0.1	0.1	0.1	0.0
	"#Syphilis (A50-A53)"	"GR113-011"	"80-84 years"	"80-84"	"Female"	"F"	57	75025647	0.1	0.1	0.1	0.0
	"#Syphilis (A50-A53)"	"GR113-011"	"80-84 years"	"80-84"	"Male"	"M"	43	49947616	0.1	0.1	0.1	0.0
	"#Syphilis (A50-A53)"	"GR113-011"	"85-89 years"	"85-89"	"Female"	"F"	58	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Syphilis (A50-A53)"	"GR113-011"	"85-89 years"	"85-89"	"Male"	"M"	54	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Syphilis (A50-A53)"	"GR113-011"	"90-94 years"	"90-94"	"Female"	"F"	29	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Syphilis (A50-A53)"	"GR113-011"	"90-94 years"	"90-94"	"Male"	"M"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Syphilis (A50-A53)"	"GR113-011"	"95-99 years"	"95-99"	"Female"	"F"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Arthropod-borne viral encephalitis (A83-A84,A85.2)"	"GR113-013"	"70-74 years"	"70-74"	"Male"	"M"	19	102736281	Unreliable	0.0	0.0	0.0
	"#Arthropod-borne viral encephalitis (A83-A84,A85.2)"	"GR113-013"	"75-79 years"	"75-79"	"Male"	"M"	14	75129413	Unreliable	0.0	0.0	0.0
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"< 1 year"	"1"	"Female"	"F"	15	42477103	Unreliable	0.0	0.1	0.0
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"< 1 year"	"1"	"Male"	"M"	11	44436653	Unreliable	0.0	0.0	0.0
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"15-19 years"	"15-19"	"Female"	"F"	24	227307697	0.0	0.0	0.0	0.0
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"15-19 years"	"15-19"	"Male"	"M"	30	239483577	0.0	0.0	0.0	0.0
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"20-24 years"	"20-24"	"Female"	"F"	70	229052059	0.0	0.0	0.0	0.0
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"20-24 years"	"20-24"	"Male"	"M"	81	239951389	0.0	0.0	0.0	0.0
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"25-29 years"	"25-29"	"Female"	"F"	178	228601175	0.1	0.1	0.1	0.0
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"25-29 years"	"25-29"	"Male"	"M"	225	234285878	0.1	0.1	0.1	0.0
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"30-34 years"	"30-34"	"Female"	"F"	335	227330011	0.1	0.1	0.2	0.0
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"30-34 years"	"30-34"	"Male"	"M"	544	229872405	0.2	0.2	0.3	0.0
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"35-39 years"	"35-39"	"Female"	"F"	856	231430232	0.4	0.3	0.4	0.0
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"35-39 years"	"35-39"	"Male"	"M"	1651	230611430	0.7	0.7	0.8	0.0
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"40-44 years"	"40-44"	"Female"	"F"	2185	236277503	0.9	0.9	1.0	0.0
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"40-44 years"	"40-44"	"Male"	"M"	4597	232968123	2.0	1.9	2.0	0.0
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"45-49 years"	"45-49"	"Female"	"F"	4579	238712391	1.9	1.9	2.0	0.0
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"45-49 years"	"45-49"	"Male"	"M"	11460	232932105	4.9	4.8	5.0	0.0
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"50-54 years"	"50-54"	"Female"	"F"	7258	232356654	3.1	3.1	3.2	0.0
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"50-54 years"	"50-54"	"Male"	"M"	18227	223575070	8.2	8.0	8.3	0.1
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"55-59 years"	"55-59"	"Female"	"F"	8254	213742200	3.9	3.8	3.9	0.0
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"55-59 years"	"55-59"	"Male"	"M"	20281	201411886	10.1	9.9	10.2	0.1
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"60-64 years "	"60-64"	"Female"	"F"	6925	183215286	3.8	3.7	3.9	0.0
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"60-64 years "	"60-64"	"Male"	"M"	15308	168055475	9.1	9.0	9.3	0.1
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"65-69 years"	"65-69"	"Female"	"F"	4957	151235357	3.3	3.2	3.4	0.0
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"65-69 years"	"65-69"	"Male"	"M"	8502	133793292	6.4	6.2	6.5	0.1
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"70-74 years"	"70-74"	"Female"	"F"	4136	122693411	3.4	3.3	3.5	0.1
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"70-74 years"	"70-74"	"Male"	"M"	4584	102736281	4.5	4.3	4.6	0.1
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"75-79 years"	"75-79"	"Female"	"F"	3501	98401757	3.6	3.4	3.7	0.1
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"75-79 years"	"75-79"	"Male"	"M"	3068	75129413	4.1	3.9	4.2	0.1
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"80-84 years"	"80-84"	"Female"	"F"	2748	75025647	3.7	3.5	3.8	0.1
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"80-84 years"	"80-84"	"Male"	"M"	2006	49947616	4.0	3.8	4.2	0.1
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"85-89 years"	"85-89"	"Female"	"F"	1584	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"85-89 years"	"85-89"	"Male"	"M"	970	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"90-94 years"	"90-94"	"Female"	"F"	546	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"90-94 years"	"90-94"	"Male"	"M"	298	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"95-99 years"	"95-99"	"Female"	"F"	97	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"95-99 years"	"95-99"	"Male"	"M"	41	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Viral hepatitis (B15-B19)"	"GR113-015"	"100+ years"	"100+"	"Female"	"F"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"< 1 year"	"1"	"Female"	"F"	29	42477103	0.1	0.0	0.1	0.0
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"< 1 year"	"1"	"Male"	"M"	45	44436653	0.1	0.1	0.1	0.0
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"1-4 years"	"1-4"	"Female"	"F"	35	170430172	0.0	0.0	0.0	0.0
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"1-4 years"	"1-4"	"Male"	"M"	42	178140207	0.0	0.0	0.0	0.0
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"5-9 years"	"5-9"	"Female"	"F"	48	216636220	0.0	0.0	0.0	0.0
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"5-9 years"	"5-9"	"Male"	"M"	62	226500076	0.0	0.0	0.0	0.0
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"10-14 years"	"10-14"	"Female"	"F"	89	223802975	0.0	0.0	0.0	0.0
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"10-14 years"	"10-14"	"Male"	"M"	94	234284030	0.0	0.0	0.0	0.0
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"15-19 years"	"15-19"	"Female"	"F"	234	227307697	0.1	0.1	0.1	0.0
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"15-19 years"	"15-19"	"Male"	"M"	208	239483577	0.1	0.1	0.1	0.0
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"20-24 years"	"20-24"	"Female"	"F"	1009	229052059	0.4	0.4	0.5	0.0
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"20-24 years"	"20-24"	"Male"	"M"	1570	239951389	0.7	0.6	0.7	0.0
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"25-29 years"	"25-29"	"Female"	"F"	2657	228601175	1.2	1.1	1.2	0.0
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"25-29 years"	"25-29"	"Male"	"M"	5123	234285878	2.2	2.1	2.2	0.0
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"30-34 years"	"30-34"	"Female"	"F"	5292	227330011	2.3	2.3	2.4	0.0
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"30-34 years"	"30-34"	"Male"	"M"	10834	229872405	4.7	4.6	4.8	0.0
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"35-39 years"	"35-39"	"Female"	"F"	8085	231430232	3.5	3.4	3.6	0.0
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"35-39 years"	"35-39"	"Male"	"M"	19370	230611430	8.4	8.3	8.5	0.1
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"40-44 years"	"40-44"	"Female"	"F"	9980	236277503	4.2	4.1	4.3	0.0
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"40-44 years"	"40-44"	"Male"	"M"	26020	232968123	11.2	11.0	11.3	0.1
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"45-49 years"	"45-49"	"Female"	"F"	9386	238712391	3.9	3.9	4.0	0.0
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"45-49 years"	"45-49"	"Male"	"M"	27408	232932105	11.8	11.6	11.9	0.1
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"50-54 years"	"50-54"	"Female"	"F"	7334	232356654	3.2	3.1	3.2	0.0
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"50-54 years"	"50-54"	"Male"	"M"	23998	223575070	10.7	10.6	10.9	0.1
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"55-59 years"	"55-59"	"Female"	"F"	4930	213742200	2.3	2.2	2.4	0.0
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"55-59 years"	"55-59"	"Male"	"M"	17421	201411886	8.6	8.5	8.8	0.1
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"60-64 years "	"60-64"	"Female"	"F"	3040	183215286	1.7	1.6	1.7	0.0
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"60-64 years "	"60-64"	"Male"	"M"	10700	168055475	6.4	6.2	6.5	0.1
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"65-69 years"	"65-69"	"Female"	"F"	1740	151235357	1.2	1.1	1.2	0.0
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"65-69 years"	"65-69"	"Male"	"M"	6245	133793292	4.7	4.6	4.8	0.1
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"70-74 years"	"70-74"	"Female"	"F"	887	122693411	0.7	0.7	0.8	0.0
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"70-74 years"	"70-74"	"Male"	"M"	3235	102736281	3.1	3.0	3.3	0.1
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"75-79 years"	"75-79"	"Female"	"F"	476	98401757	0.5	0.4	0.5	0.0
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"75-79 years"	"75-79"	"Male"	"M"	1669	75129413	2.2	2.1	2.3	0.1
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"80-84 years"	"80-84"	"Female"	"F"	232	75025647	0.3	0.3	0.3	0.0
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"80-84 years"	"80-84"	"Male"	"M"	705	49947616	1.4	1.3	1.5	0.1
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"85-89 years"	"85-89"	"Female"	"F"	113	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"85-89 years"	"85-89"	"Male"	"M"	233	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
