"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"< 1 year"	"1"	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	45	42477103	0.1	0.1	0.1	0.0	0.0%
	"< 1 year"	"1"	"Influenza with pneumonia, virus not identified"	"J11.0"	28	42477103	0.1	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	60	42477103	0.1	0.1	0.2	0.0	0.0%
	"< 1 year"	"1"	"Adenoviral pneumonia"	"J12.0"	23	42477103	0.1	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Respiratory syncytial virus pneumonia"	"J12.1"	92	42477103	0.2	0.2	0.3	0.0	0.0%
	"< 1 year"	"1"	"Other viral pneumonia"	"J12.8"	18	42477103	Unreliable	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Viral pneumonia, unspecified"	"J12.9"	230	42477103	0.5	0.5	0.6	0.0	0.0%
	"< 1 year"	"1"	"Pneumonia due to Streptococcus pneumoniae"	"J13"	20	42477103	0.0	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Pneumonia due to Haemophilus influenzae"	"J14"	23	42477103	0.1	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Pneumonia due to Klebsiella pneumoniae"	"J15.0"	21	42477103	0.0	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Pneumonia due to Pseudomonas"	"J15.1"	29	42477103	0.1	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Pneumonia due to staphylococcus"	"J15.2"	41	42477103	0.1	0.1	0.1	0.0	0.0%
	"< 1 year"	"1"	"Pneumonia due to other streptococci"	"J15.4"	45	42477103	0.1	0.1	0.1	0.0	0.0%
	"< 1 year"	"1"	"Bacterial pneumonia, unspecified"	"J15.9"	66	42477103	0.2	0.1	0.2	0.0	0.0%
	"< 1 year"	"1"	"Bronchopneumonia, unspecified"	"J18.0"	527	42477103	1.2	1.1	1.3	0.1	0.0%
	"< 1 year"	"1"	"Lobar pneumonia, unspecified"	"J18.1"	42	42477103	0.1	0.1	0.1	0.0	0.0%
	"< 1 year"	"1"	"Pneumonia, unspecified"	"J18.9"	610	42477103	1.4	1.3	1.6	0.1	0.0%
	"< 1 year"	"1"	"Acute bronchitis due to other specified organisms"	"J20.8"	33	42477103	0.1	0.1	0.1	0.0	0.0%
	"< 1 year"	"1"	"Acute bronchitis, unspecified"	"J20.9"	60	42477103	0.1	0.1	0.2	0.0	0.0%
	"< 1 year"	"1"	"Acute bronchiolitis due to respiratory syncytial virus"	"J21.0"	75	42477103	0.2	0.1	0.2	0.0	0.0%
	"< 1 year"	"1"	"Acute bronchiolitis due to other specified organisms"	"J21.8"	32	42477103	0.1	0.1	0.1	0.0	0.0%
	"< 1 year"	"1"	"Acute bronchiolitis, unspecified"	"J21.9"	168	42477103	0.4	0.3	0.5	0.0	0.0%
	"< 1 year"	"1"	"Stenosis of larynx"	"J38.6"	21	42477103	0.0	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Other specified diseases of upper respiratory tract"	"J39.8"	60	42477103	0.1	0.1	0.2	0.0	0.0%
	"< 1 year"	"1"	"Bronchitis, not specified as acute or chronic"	"J40"	105	42477103	0.2	0.2	0.3	0.0	0.0%
	"< 1 year"	"1"	"Unspecified chronic bronchitis"	"J42"	46	42477103	0.1	0.1	0.1	0.0	0.0%
	"< 1 year"	"1"	"Emphysema, unspecified"	"J43.9"	12	42477103	Unreliable	0.0	0.0	0.0	0.0%
	"< 1 year"	"1"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	15	42477103	Unreliable	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Predominantly allergic asthma"	"J45.0"	30	42477103	0.1	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Pneumonitis due to food and vomit"	"J69.0"	104	42477103	0.2	0.2	0.3	0.0	0.0%
	"< 1 year"	"1"	"Adult respiratory distress syndrome"	"J80"	134	42477103	0.3	0.3	0.4	0.0	0.0%
	"< 1 year"	"1"	"Pulmonary oedema"	"J81"	50	42477103	0.1	0.1	0.2	0.0	0.0%
	"< 1 year"	"1"	"Alveolar and parietoalveolar conditions"	"J84.0"	29	42477103	0.1	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	38	42477103	0.1	0.1	0.1	0.0	0.0%
	"< 1 year"	"1"	"Interstitial pulmonary disease, unspecified"	"J84.9"	336	42477103	0.8	0.7	0.9	0.0	0.0%
	"< 1 year"	"1"	"Gangrene and necrosis of lung"	"J85.0"	20	42477103	0.0	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Pyothorax with fistula"	"J86.0"	41	42477103	0.1	0.1	0.1	0.0	0.0%
	"< 1 year"	"1"	"Pyothorax without fistula"	"J86.9"	10	42477103	Unreliable	0.0	0.0	0.0	0.0%
	"< 1 year"	"1"	"Pleural effusion, not elsewhere classified"	"J90"	24	42477103	0.1	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Spontaneous tension pneumothorax"	"J93.0"	74	42477103	0.2	0.1	0.2	0.0	0.0%
	"< 1 year"	"1"	"Pneumothorax, unspecified"	"J93.9"	42	42477103	0.1	0.1	0.1	0.0	0.0%
	"< 1 year"	"1"	"Chronic respiratory failure"	"J96.1"	28	42477103	0.1	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Respiratory failure, unspecified"	"J96.9"	87	42477103	0.2	0.2	0.3	0.0	0.0%
	"< 1 year"	"1"	"Diseases of bronchus, not elsewhere classified"	"J98.0"	33	42477103	0.1	0.1	0.1	0.0	0.0%
	"< 1 year"	"1"	"Interstitial emphysema"	"J98.2"	36	42477103	0.1	0.1	0.1	0.0	0.0%
	"< 1 year"	"1"	"Other disorders of lung"	"J98.4"	1052	42477103	2.5	2.3	2.6	0.1	0.0%
	"< 1 year"	"1"	"Other specified respiratory disorders"	"J98.8"	128	42477103	0.3	0.2	0.4	0.0	0.0%
	"< 1 year"	"1"	"Respiratory disorder, unspecified"	"J98.9"	22	42477103	0.1	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Major anomalies of jaw size"	"K07.0"	13	42477103	Unreliable	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	99	42477103	0.2	0.2	0.3	0.0	0.0%
	"< 1 year"	"1"	"Other specified diseases of stomach and duodenum"	"K31.8"	31	42477103	0.1	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Diaphragmatic hernia without obstruction or gangrene"	"K44.9"	200	42477103	0.5	0.4	0.5	0.0	0.0%
	"< 1 year"	"1"	"Unspecified abdominal hernia without obstruction or gangrene"	"K46.9"	13	42477103	Unreliable	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Noninfective gastroenteritis and colitis, unspecified"	"K52.9"	639	42477103	1.5	1.4	1.6	0.1	0.0%
	"< 1 year"	"1"	"Acute vascular disorders of intestine"	"K55.0"	672	42477103	1.6	1.5	1.7	0.1	0.0%
	"< 1 year"	"1"	"Vascular disorder of intestine, unspecified"	"K55.9"	86	42477103	0.2	0.2	0.3	0.0	0.0%
	"< 1 year"	"1"	"Intussusception"	"K56.1"	60	42477103	0.1	0.1	0.2	0.0	0.0%
	"< 1 year"	"1"	"Volvulus"	"K56.2"	110	42477103	0.3	0.2	0.3	0.0	0.0%
	"< 1 year"	"1"	"Other and unspecified intestinal obstruction"	"K56.6"	57	42477103	0.1	0.1	0.2	0.0	0.0%
	"< 1 year"	"1"	"Perforation of intestine (nontraumatic)"	"K63.1"	132	42477103	0.3	0.3	0.4	0.0	0.0%
	"< 1 year"	"1"	"Other specified diseases of intestine"	"K63.8"	15	42477103	Unreliable	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Disease of intestine, unspecified"	"K63.9"	20	42477103	0.0	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Acute peritonitis"	"K65.0"	15	42477103	Unreliable	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Peritonitis, unspecified"	"K65.9"	35	42477103	0.1	0.1	0.1	0.0	0.0%
	"< 1 year"	"1"	"Haemoperitoneum"	"K66.1"	24	42477103	0.1	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Other specified disorders of peritoneum"	"K66.8"	37	42477103	0.1	0.1	0.1	0.0	0.0%
	"< 1 year"	"1"	"Acute and subacute hepatic failure"	"K72.0"	19	42477103	Unreliable	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Hepatic failure, unspecified"	"K72.9"	275	42477103	0.6	0.6	0.7	0.0	0.0%
	"< 1 year"	"1"	"Other and unspecified cirrhosis of liver"	"K74.6"	23	42477103	0.1	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Fatty (change of) liver, not elsewhere classified"	"K76.0"	39	42477103	0.1	0.1	0.1	0.0	0.0%
	"< 1 year"	"1"	"Portal hypertension"	"K76.6"	15	42477103	Unreliable	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Hepatorenal syndrome"	"K76.7"	15	42477103	Unreliable	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Other specified diseases of liver"	"K76.8"	45	42477103	0.1	0.1	0.1	0.0	0.0%
	"< 1 year"	"1"	"Liver disease, unspecified"	"K76.9"	53	42477103	0.1	0.1	0.2	0.0	0.0%
	"< 1 year"	"1"	"Obstruction of bile duct"	"K83.1"	48	42477103	0.1	0.1	0.1	0.0	0.0%
	"< 1 year"	"1"	"Blind loop syndrome, not elsewhere classified"	"K90.2"	126	42477103	0.3	0.2	0.3	0.0	0.0%
	"< 1 year"	"1"	"Malabsorption due to intolerance, not elsewhere classified"	"K90.4"	17	42477103	Unreliable	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	13	42477103	Unreliable	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Ischaemic infarction of muscle"	"M62.2"	25	42477103	0.1	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Necrotizing fasciitis"	"M72.6"	20	42477103	0.0	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Nephrotic syndrome, unspecified"	"N04.9"	55	42477103	0.1	0.1	0.2	0.0	0.0%
	"< 1 year"	"1"	"Acute tubulo-interstitial nephritis"	"N10"	20	42477103	0.0	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Tubulo-interstitial nephritis, not specified as acute or chronic"	"N12"	13	42477103	Unreliable	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Acute renal failure, unspecified"	"N17.9"	213	42477103	0.5	0.4	0.6	0.0	0.0%
	"< 1 year"	"1"	"Chronic renal failure, unspecified"	"N18.9"	25	42477103	0.1	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Unspecified renal failure"	"N19"	759	42477103	1.8	1.7	1.9	0.1	0.0%
	"< 1 year"	"1"	"Other specified disorders of kidney and ureter"	"N28.8"	11	42477103	Unreliable	0.0	0.0	0.0	0.0%
	"< 1 year"	"1"	"Disorder of kidney and ureter, unspecified"	"N28.9"	17	42477103	Unreliable	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Other specified disorders of bladder"	"N32.8"	12	42477103	Unreliable	0.0	0.0	0.0	0.0%
	"< 1 year"	"1"	"Urinary tract infection, site not specified"	"N39.0"	43	42477103	0.1	0.1	0.1	0.0	0.0%
	"< 1 year"	"1"	"Inflammatory disease of uterus, unspecified"	"N71.9"	10	42477103	Unreliable	0.0	0.0	0.0	0.0%
	"< 1 year"	"1"	"Incompetence of cervix uteri"	"N88.3"	32	42477103	0.1	0.1	0.1	0.0	0.0%
	"< 1 year"	"1"	"Newborn affected by maternal hypertensive disorders"	"P00.0"	822	42477103	1.9	1.8	2.1	0.1	0.0%
	"< 1 year"	"1"	"Newborn affected by maternal renal and urinary tract diseases"	"P00.1"	38	42477103	0.1	0.1	0.1	0.0	0.0%
	"< 1 year"	"1"	"Newborn affected by maternal infectious and parasitic diseases"	"P00.2"	128	42477103	0.3	0.2	0.4	0.0	0.0%
	"< 1 year"	"1"	"Newborn affected by other maternal circulatory and respiratory diseases"	"P00.3"	66	42477103	0.2	0.1	0.2	0.0	0.0%
	"< 1 year"	"1"	"Newborn affected by maternal injury"	"P00.5"	272	42477103	0.6	0.6	0.7	0.0	0.0%
	"< 1 year"	"1"	"Newborn affected by other maternal conditions"	"P00.8"	260	42477103	0.6	0.5	0.7	0.0	0.0%
	"< 1 year"	"1"	"Newborn affected by unspecified maternal condition"	"P00.9"	42	42477103	0.1	0.1	0.1	0.0	0.0%
	"< 1 year"	"1"	"Newborn affected by incompetent cervix"	"P01.0"	4202	42477103	9.9	9.6	10.2	0.2	0.0%
	"< 1 year"	"1"	"Newborn affected by premature rupture of membranes"	"P01.1"	7216	42477103	17.0	16.6	17.4	0.2	0.0%
	"< 1 year"	"1"	"Newborn affected by oligohydramnios"	"P01.2"	866	42477103	2.0	1.9	2.2	0.1	0.0%
	"< 1 year"	"1"	"Newborn affected by polyhydramnios"	"P01.3"	106	42477103	0.2	0.2	0.3	0.0	0.0%
	"< 1 year"	"1"	"Newborn affected by multiple pregnancy"	"P01.5"	1825	42477103	4.3	4.1	4.5	0.1	0.0%
	"< 1 year"	"1"	"Newborn affected by maternal death"	"P01.6"	62	42477103	0.1	0.1	0.2	0.0	0.0%
	"< 1 year"	"1"	"Newborn affected by malpresentation before labour"	"P01.7"	30	42477103	0.1	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Newborn affected by other maternal complications of pregnancy"	"P01.8"	468	42477103	1.1	1.0	1.2	0.1	0.0%
	"< 1 year"	"1"	"Newborn affected by maternal complication of pregnancy, unspecified"	"P01.9"	12	42477103	Unreliable	0.0	0.0	0.0	0.0%
	"< 1 year"	"1"	"Newborn affected by placenta praevia"	"P02.0"	159	42477103	0.4	0.3	0.4	0.0	0.0%
	"< 1 year"	"1"	"Newborn affected by other forms of placental separation and haemorrhage"	"P02.1"	3757	42477103	8.8	8.6	9.1	0.1	0.0%
	"< 1 year"	"1"	"Newborn affected by other and unspecified morphological and functional abnormalities of placenta"	"P02.2"	227	42477103	0.5	0.5	0.6	0.0	0.0%
	"< 1 year"	"1"	"Newborn affected by placental transfusion syndromes"	"P02.3"	742	42477103	1.7	1.6	1.9	0.1	0.0%
	"< 1 year"	"1"	"Newborn affected by prolapsed cord"	"P02.4"	176	42477103	0.4	0.4	0.5	0.0	0.0%
	"< 1 year"	"1"	"Newborn affected by other compression of umbilical cord"	"P02.5"	160	42477103	0.4	0.3	0.4	0.0	0.0%
	"< 1 year"	"1"	"Newborn affected by other and unspecified conditions of umbilical cord"	"P02.6"	85	42477103	0.2	0.2	0.2	0.0	0.0%
	"< 1 year"	"1"	"Newborn affected by chorioamnionitis"	"P02.7"	4450	42477103	10.5	10.2	10.8	0.2	0.0%
	"< 1 year"	"1"	"Newborn affected by other abnormalities of membranes"	"P02.8"	10	42477103	Unreliable	0.0	0.0	0.0	0.0%
	"< 1 year"	"1"	"Newborn affected by breech delivery and extraction"	"P03.0"	74	42477103	0.2	0.1	0.2	0.0	0.0%
	"< 1 year"	"1"	"Newborn affected by other malpresentation, malposition and disproportion during labour and delivery"	"P03.1"	46	42477103	0.1	0.1	0.1	0.0	0.0%
	"< 1 year"	"1"	"Newborn affected by caesarean delivery"	"P03.4"	12	42477103	Unreliable	0.0	0.0	0.0	0.0%
	"< 1 year"	"1"	"Newborn affected by precipitate delivery"	"P03.5"	54	42477103	0.1	0.1	0.2	0.0	0.0%
	"< 1 year"	"1"	"Newborn affected by abnormal uterine contractions"	"P03.6"	65	42477103	0.2	0.1	0.2	0.0	0.0%
	"< 1 year"	"1"	"Newborn affected by other specified complications of labour and delivery"	"P03.8"	463	42477103	1.1	1.0	1.2	0.1	0.0%
	"< 1 year"	"1"	"Newborn affected by complication of labour and delivery, unspecified"	"P03.9"	430	42477103	1.0	0.9	1.1	0.0	0.0%
	"< 1 year"	"1"	"Newborn affected by maternal use of tobacco"	"P04.2"	95	42477103	0.2	0.2	0.3	0.0	0.0%
	"< 1 year"	"1"	"Newborn affected by maternal use of alcohol"	"P04.3"	15	42477103	Unreliable	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Newborn affected by maternal use of drugs of addiction"	"P04.4"	315	42477103	0.7	0.7	0.8	0.0	0.0%
	"< 1 year"	"1"	"Small for gestational age"	"P05.1"	73	42477103	0.2	0.1	0.2	0.0	0.0%
	"< 1 year"	"1"	"Slow fetal growth, unspecified"	"P05.9"	935	42477103	2.2	2.1	2.3	0.1	0.0%
	"< 1 year"	"1"	"Extremely low birth weight"	"P07.0"	753	42477103	1.8	1.6	1.9	0.1	0.0%
	"< 1 year"	"1"	"Other low birth weight"	"P07.1"	57	42477103	0.1	0.1	0.2	0.0	0.0%
	"< 1 year"	"1"	"Extreme immaturity"	"P07.2"	31047	42477103	73.1	72.3	73.9	0.4	0.1%
	"< 1 year"	"1"	"Other preterm infants"	"P07.3"	9487	42477103	22.3	21.9	22.8	0.2	0.0%
	"< 1 year"	"1"	"Intraventricular haemorrhage due to birth injury"	"P10.2"	122	42477103	0.3	0.2	0.3	0.0	0.0%
	"< 1 year"	"1"	"Unspecified intracranial laceration and haemorrhage due to birth injury"	"P10.9"	44	42477103	0.1	0.1	0.1	0.0	0.0%
	"< 1 year"	"1"	"Unspecified brain damage due to birth injury"	"P11.2"	54	42477103	0.1	0.1	0.2	0.0	0.0%
	"< 1 year"	"1"	"Birth injury to central nervous system, unspecified"	"P11.9"	15	42477103	Unreliable	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Birth injury to liver"	"P15.0"	16	42477103	Unreliable	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Other specified birth injuries"	"P15.8"	24	42477103	0.1	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Birth injury, unspecified"	"P15.9"	41	42477103	0.1	0.1	0.1	0.0	0.0%
	"< 1 year"	"1"	"Intrauterine hypoxia, unspecified"	"P20.9"	1355	42477103	3.2	3.0	3.4	0.1	0.0%
	"< 1 year"	"1"	"Severe birth asphyxia"	"P21.0"	179	42477103	0.4	0.4	0.5	0.0	0.0%
	"< 1 year"	"1"	"Birth asphyxia, unspecified"	"P21.9"	2487	42477103	5.9	5.6	6.1	0.1	0.0%
	"< 1 year"	"1"	"Respiratory distress syndrome of newborn"	"P22.0"	5388	42477103	12.7	12.3	13.0	0.2	0.0%
	"< 1 year"	"1"	"Respiratory distress of newborn, unspecified"	"P22.9"	611	42477103	1.4	1.3	1.6	0.1	0.0%
	"< 1 year"	"1"	"Congenital pneumonia due to viral agent"	"P23.0"	43	42477103	0.1	0.1	0.1	0.0	0.0%
	"< 1 year"	"1"	"Congenital pneumonia due to staphylococcus"	"P23.2"	26	42477103	0.1	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Congenital pneumonia due to streptococcus, group B"	"P23.3"	12	42477103	Unreliable	0.0	0.0	0.0	0.0%
	"< 1 year"	"1"	"Congenital pneumonia due to Escherichia coli"	"P23.4"	13	42477103	Unreliable	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Congenital pneumonia due to Pseudomonas"	"P23.5"	23	42477103	0.1	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Congenital pneumonia due to other bacterial agents"	"P23.6"	41	42477103	0.1	0.1	0.1	0.0	0.0%
	"< 1 year"	"1"	"Congenital pneumonia due to other organisms"	"P23.8"	11	42477103	Unreliable	0.0	0.0	0.0	0.0%
	"< 1 year"	"1"	"Congenital pneumonia, unspecified"	"P23.9"	533	42477103	1.3	1.1	1.4	0.1	0.0%
	"< 1 year"	"1"	"Neonatal aspiration of meconium"	"P24.0"	421	42477103	1.0	0.9	1.1	0.0	0.0%
	"< 1 year"	"1"	"Neonatal aspiration of amniotic fluid and mucus"	"P24.1"	33	42477103	0.1	0.1	0.1	0.0	0.0%
	"< 1 year"	"1"	"Neonatal aspiration syndrome, unspecified"	"P24.9"	63	42477103	0.1	0.1	0.2	0.0	0.0%
	"< 1 year"	"1"	"Interstitial emphysema originating in the perinatal period"	"P25.0"	417	42477103	1.0	0.9	1.1	0.0	0.0%
	"< 1 year"	"1"	"Pneumothorax originating in the perinatal period"	"P25.1"	719	42477103	1.7	1.6	1.8	0.1	0.0%
	"< 1 year"	"1"	"Pneumomediastinum originating in the perinatal period"	"P25.2"	13	42477103	Unreliable	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Pneumopericardium originating in the perinatal period"	"P25.3"	29	42477103	0.1	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Massive pulmonary haemorrhage originating in the perinatal period"	"P26.1"	51	42477103	0.1	0.1	0.2	0.0	0.0%
	"< 1 year"	"1"	"Unspecified pulmonary haemorrhage originating in the perinatal period"	"P26.9"	1488	42477103	3.5	3.3	3.7	0.1	0.0%
	"< 1 year"	"1"	"Bronchopulmonary dysplasia originating in the perinatal period"	"P27.1"	1375	42477103	3.2	3.1	3.4	0.1	0.0%
	"< 1 year"	"1"	"Other chronic respiratory diseases originating in the perinatal period"	"P27.8"	12	42477103	Unreliable	0.0	0.0	0.0	0.0%
	"< 1 year"	"1"	"Unspecified chronic respiratory disease originating in the perinatal period"	"P27.9"	352	42477103	0.8	0.7	0.9	0.0	0.0%
	"< 1 year"	"1"	"Primary atelectasis of newborn"	"P28.0"	3013	42477103	7.1	6.8	7.3	0.1	0.0%
	"< 1 year"	"1"	"Other and unspecified atelectasis of newborn"	"P28.1"	17	42477103	Unreliable	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Other apnoea of newborn"	"P28.4"	119	42477103	0.3	0.2	0.3	0.0	0.0%
	"< 1 year"	"1"	"Respiratory failure of newborn"	"P28.5"	303	42477103	0.7	0.6	0.8	0.0	0.0%
	"< 1 year"	"1"	"Other specified respiratory conditions of newborn"	"P28.8"	127	42477103	0.3	0.2	0.4	0.0	0.0%
	"< 1 year"	"1"	"Respiratory condition of newborn, unspecified"	"P28.9"	102	42477103	0.2	0.2	0.3	0.0	0.0%
	"< 1 year"	"1"	"Neonatal cardiac failure"	"P29.0"	3199	42477103	7.5	7.3	7.8	0.1	0.0%
	"< 1 year"	"1"	"Neonatal cardiac dysrhythmia"	"P29.1"	4359	42477103	10.3	10.0	10.6	0.2	0.0%
	"< 1 year"	"1"	"Neonatal hypertension"	"P29.2"	100	42477103	0.2	0.2	0.3	0.0	0.0%
	"< 1 year"	"1"	"Persistent fetal circulation"	"P29.3"	715	42477103	1.7	1.6	1.8	0.1	0.0%
	"< 1 year"	"1"	"Other cardiovascular disorders originating in the perinatal period"	"P29.8"	147	42477103	0.3	0.3	0.4	0.0	0.0%
	"< 1 year"	"1"	"Congenital cytomegalovirus infection"	"P35.1"	190	42477103	0.4	0.4	0.5	0.0	0.0%
	"< 1 year"	"1"	"Congenital herpesviral [herpes simplex] infection"	"P35.2"	456	42477103	1.1	1.0	1.2	0.1	0.0%
	"< 1 year"	"1"	"Other congenital viral diseases"	"P35.8"	28	42477103	0.1	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Congenital viral disease, unspecified"	"P35.9"	13	42477103	Unreliable	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Sepsis of newborn due to streptococcus, group B"	"P36.0"	244	42477103	0.6	0.5	0.6	0.0	0.0%
	"< 1 year"	"1"	"Sepsis of newborn due to other and unspecified streptococci"	"P36.1"	63	42477103	0.1	0.1	0.2	0.0	0.0%
	"< 1 year"	"1"	"Sepsis of newborn due to Staphylococcus aureus"	"P36.2"	161	42477103	0.4	0.3	0.4	0.0	0.0%
	"< 1 year"	"1"	"Sepsis of newborn due to other and unspecified staphylococci"	"P36.3"	78	42477103	0.2	0.1	0.2	0.0	0.0%
	"< 1 year"	"1"	"Sepsis of newborn due to Escherichia coli"	"P36.4"	348	42477103	0.8	0.7	0.9	0.0	0.0%
	"< 1 year"	"1"	"Other bacterial sepsis of newborn"	"P36.8"	562	42477103	1.3	1.2	1.4	0.1	0.0%
	"< 1 year"	"1"	"Bacterial sepsis of newborn, unspecified"	"P36.9"	4912	42477103	11.6	11.2	11.9	0.2	0.0%
	"< 1 year"	"1"	"Congenital toxoplasmosis"	"P37.1"	14	42477103	Unreliable	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Neonatal (disseminated) listeriosis"	"P37.2"	20	42477103	0.0	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Neonatal candidiasis"	"P37.5"	222	42477103	0.5	0.5	0.6	0.0	0.0%
	"< 1 year"	"1"	"Other specified congenital infectious and parasitic diseases"	"P37.8"	186	42477103	0.4	0.4	0.5	0.0	0.0%
	"< 1 year"	"1"	"Omphalitis of newborn with or without mild haemorrhage"	"P38"	24	42477103	0.1	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Intra-amniotic infection of fetus, not elsewhere classified"	"P39.2"	34	42477103	0.1	0.1	0.1	0.0	0.0%
	"< 1 year"	"1"	"Neonatal urinary tract infection"	"P39.3"	29	42477103	0.1	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Other specified infections specific to the perinatal period"	"P39.8"	112	42477103	0.3	0.2	0.3	0.0	0.0%
	"< 1 year"	"1"	"Infection specific to the perinatal period, unspecified"	"P39.9"	431	42477103	1.0	0.9	1.1	0.0	0.0%
	"< 1 year"	"1"	"Fetal blood loss from ruptured cord"	"P50.1"	11	42477103	Unreliable	0.0	0.0	0.0	0.0%
	"< 1 year"	"1"	"Haemorrhage into maternal circulation"	"P50.4"	94	42477103	0.2	0.2	0.3	0.0	0.0%
	"< 1 year"	"1"	"Fetal blood loss, unspecified"	"P50.9"	33	42477103	0.1	0.1	0.1	0.0	0.0%
	"< 1 year"	"1"	"Intraventricular (nontraumatic) haemorrhage, grade 3, of newborn"	"P52.2"	102	42477103	0.2	0.2	0.3	0.0	0.0%
	"< 1 year"	"1"	"Unspecified intraventricular (nontraumatic) haemorrhage of newborn"	"P52.3"	2402	42477103	5.7	5.4	5.9	0.1	0.0%
	"< 1 year"	"1"	"Intracerebral (nontraumatic) haemorrhage of newborn"	"P52.4"	272	42477103	0.6	0.6	0.7	0.0	0.0%
	"< 1 year"	"1"	"Subarachnoid (nontraumatic) haemorrhage of newborn"	"P52.5"	15	42477103	Unreliable	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Cerebellar (nontraumatic) and posterior fossa haemorrhage of newborn"	"P52.6"	17	42477103	Unreliable	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Other intracranial (nontraumatic) haemorrhages of newborn"	"P52.8"	25	42477103	0.1	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Intracranial (nontraumatic) haemorrhage of newborn, unspecified"	"P52.9"	798	42477103	1.9	1.7	2.0	0.1	0.0%
	"< 1 year"	"1"	"Other neonatal gastrointestinal haemorrhage"	"P54.3"	64	42477103	0.2	0.1	0.2	0.0	0.0%
	"< 1 year"	"1"	"Neonatal cutaneous haemorrhage"	"P54.5"	14	42477103	Unreliable	0.0	0.1	0.0	0.0%
	"< 1 year"	"1"	"Neonatal vaginal haemorrhage"	"P54.6"	32	42477103	0.1	0.1	0.1	0.0	0.0%
	"< 1 year"	"1"	"Other specified neonatal haemorrhages"	"P54.8"	140	42477103	0.3	0.3	0.4	0.0	0.0%
